threshold,sensitivity,specificity,precision,f1,youden
0.18323232323232325,0.96875,0.91875,0.9501915708812261,0.9593810444874274,0.8875
0.18818181818181817,0.96875,0.91875,0.9501915708812261,0.9593810444874274,0.8875
0.19313131313131313,0.96875,0.91875,0.9501915708812261,0.9593810444874274,0.8875
0.19808080808080808,0.96875,0.91875,0.9501915708812261,0.9593810444874274,0.8875
0.20303030303030303,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.207979797979798,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.21292929292929294,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.21787878787878787,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.22282828282828282,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.22777777777777777,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.23272727272727273,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.23767676767676768,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.24262626262626263,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.24757575757575756,0.9609375,0.925,0.9534883720930233,0.9571984435797667,0.8859375
0.2525252525252525,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.25747474747474747,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.26242424242424245,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2673737373737374,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2723232323232323,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2772727272727273,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2822222222222222,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2871717171717172,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.2921212121212121,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.29707070707070704,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.302020202020202,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.30696969696969695,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.31191919191919193,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.31686868686868686,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.32181818181818184,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.32676767676767676,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.3317171717171717,0.9609375,0.95,0.968503937007874,0.9647058823529412,0.9109375
0.33666666666666667,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3416161616161616,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3465656565656566,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3515151515151515,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3564646464646465,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3614141414141414,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.36636363636363634,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3713131313131313,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.37626262626262624,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3812121212121212,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.38616161616161615,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.3911111111111111,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.39606060606060606,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.401010101010101,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.40595959595959596,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4109090909090909,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.41585858585858587,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4208080808080808,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4257575757575757,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4307070707070707,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.43565656565656563,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4406060606060606,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.44555555555555554,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.4505050505050505,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.45545454545454545,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.46040404040404037,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
0.46535353535353535,0.9609375,0.9625,0.9761904761904762,0.968503937007874,0.9234374999999999
