model,train_macro_f1,cv_macro_f1,gap,flag_overfit
multinomial_nb,0.9816311463660821,0.9684761008501859,0.013155045515896191,False
linear_svc,1.0,0.9872615727395058,0.012738427260494234,False
complement_nb,0.986320336051298,0.9758288910806889,0.010491444970609054,False
logistic_regression,0.9916210704089978,0.981995451061052,0.009625619347945813,False
dummy_majority,0.4069895769466585,0.40698956293331207,1.4013346427699247e-08,False
