model,train_macro_f1,cv_macro_f1,gap,flag_overfit
linear_svc,0.9998815351649035,0.9922985848287919,0.007582950336111671,False
logistic_regression,0.9937596701230413,0.9881890738702909,0.0055705962527504704,False
multinomial_nb,0.9883893829723522,0.9864149410723954,0.0019744418999568802,False
complement_nb,0.9881921286210893,0.9862572837578583,0.0019348448632310333,False
dummy_majority,0.3372403327926325,0.33724033417764143,-1.3850089408684596e-09,False
