lb_stat,lb_pvalue
18.62770450681639,1.588946040261959e-05
99.97631252294093,1.9517292693638088e-22
117.83081282817186,9.038175681820199e-24
122.5290287756753,1.5509467486493053e-21
137.45139354478817,1.5382315395691974e-19
159.9231820857583,1.1357880231498759e-19
172.0501101159142,2.625388382244607e-18
208.57970878593628,2.6874388151101463e-18
